region,municipality,settlement,oktmo,latitude_dd,longitude_dd,year,assets,assets_depreciation,assets_exhausted,assets_new,birth,build_flat,catering,catering_growth,collective_foreign,collective_people,collective_russian,comp_electr,comp_manufact,comp_mining,construction,crimes,criminals,death,doctors,doctors_per10,domesticserv,hospital_beds,hospital_beds_per10,hospitals,industry,invest_budg,invest_fed,invest_reg,investment,job_regist,job_regist_unempl,job_seeker,job_seeker_unempl,living_space,migration,n_companies,new_hospital_beds,new_housing,new_polycl_visits,new_preschool_places,new_school_places,nurses,nurses_per10,pens,pension,polycl_visits,polycl_visits_per10,polyclinic,pop_1_6,pop_old,pop_work,pop_young,population,preschool,preschool_child,preschool_coverage,preschool_places,preschool_waiting,pupils,retail,retail_growth,rni,schools,servises,volume_electr,volume_manufact,volume_mining,volume_water,wage,workers
Кемеровская область,Междуреченский,Междуреченск,32725000001,53.68666667,88.07027778,2011,65301.9,47.6,10.5,7591,12.7,544,69.9,80.6,NaN,NaN,NaN,22,60,18,3071.3,1992,907,14.2,328,32,NaN,0.6,54,1,NaN,3.4,0.2,2,9339.7,NaN,NaN,1131,1085,21.3,-735,1219,0,30.6,240,0,0,862,84,31.3,8505.1,2.8,274,8,8,20.9,62.7,19.3,102.9,39,5.2,NaN,4.5,1440,NaN,2384.1,95.7,-1.5,NaN,NaN,2001,3441.2,67955.7,NaN,28149.6,36.1
Кемеровская область,Междуреченский,Междуреченск,32725000001,53.68666667,88.07027778,2012,70682.7,51.3,23.7,6504.2,13.7,441,60,74.4,NaN,NaN,NaN,28,63,14,4602.1,1873,926,13.9,342,34,NaN,0.6,54,1,NaN,7.1,0.3,2.9,6244.7,NaN,NaN,1181,1053,22.3,-952,1214,0,30.8,0,95,120,941,22,31.8,9438.4,3,295,10,8.2,21.5,60.8,19.7,102,39,5.5,NaN,6,2003,NaN,3668.2,144.9,-0.2,NaN,NaN,1937.6,2073.5,60566.8,NaN,30763.1,36.4
Кемеровская область,Междуреченский,Междуреченск,32725000001,53.68666667,88.07027778,2013,74200.7,55.1,20.7,5521.3,13,368,65.6,108.6,NaN,NaN,NaN,27,59,15,3109,1688,892,12.3,326,32,NaN,0.5,51,1,NaN,5.7,0.7,1.5,6691.7,NaN,NaN,1131,998,22.3,-1010,1190,0,25,0,40,0,902,89,32.3,10369.5,3.4,337,10,8.2,22.1,59,19.9,101,39,5.6,NaN,6,1930,NaN,4265,108.6,0.7,NaN,NaN,2062.8,1898.1,56822,NaN,33416.6,35.1
Кемеровская область,Междуреченский,Междуреченск,32725000001,53.68666667,88.07027778,2014,79796.5,57.2,24.4,7148.2,13.2,382,60.4,86.9,NaN,NaN,NaN,25,56,17,2342.2,1811,838,13.4,326,32,NaN,0.5,49,1,NaN,3.7,0.3,1.2,5352.7,NaN,NaN,1481,1267,22.4,-114,1161,NaN,25.1,NaN,0,NaN,931,92,32.7,11300.6,3.7,362,7,8.2,22.8,57.9,20.2,100.9,39,5.8,NaN,5.9,NaN,NaN,4625.2,100.7,-0.2,NaN,NaN,2005.1,2124.6,57839.4,NaN,35309.7,35.1
Кемеровская область,Междуреченский,Междуреченск,32725000001,53.68666667,88.07027778,2015,81048.3,60.4,28.6,4316.3,11.8,346,98.9,140.7,NaN,NaN,NaN,23,56,17,2020.5,1961,1049,12.8,335,33,NaN,0.5,53,1,NaN,6,0.5,1.5,4448.4,NaN,NaN,1532,1423,22.7,-29,1151,NaN,25.2,NaN,0,NaN,1076,107,33.2,12581.1,3.2,318,11,8.2,23.6,56.7,20.5,100.8,39,6.1,NaN,6,NaN,NaN,4597.9,85.9,-1,NaN,NaN,2367.6,2298,60401.8,NaN,37132.2,33.4
Кемеровская область,Новокузнецкий,Новокузнецк,32731000001,53.7575,87.13611111,2000,NaN,NaN,NaN,NaN,8.5,NaN,651.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2775,10085,7683,15.6,2715,47,439.8,7.1,122,28,48940,15.2,1.3,NaN,4607,2284,1901,NaN,NaN,18.8,NaN,9688,175,84.4,32,0,550,6308,109,151.4,NaN,12.9,224,94,NaN,NaN,NaN,NaN,578.9,176,18.3,NaN,23.1,NaN,73.1,11161,NaN,-7.1,113,2170,NaN,NaN,NaN,NaN,3161,249.9
Кемеровская область,Новокузнецкий,Новокузнецк,32731000001,53.7575,87.13611111,2001,NaN,NaN,NaN,NaN,9,NaN,854.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2639,10604,7758,15.8,2877,50,631.9,7,122,28,52521,9.5,1.9,NaN,4978,3199,2915,NaN,NaN,19,NaN,10379,0,97.4,37,0,0,6262,108,151.8,NaN,12.8,222,91,NaN,NaN,NaN,NaN,578.4,174,17.6,NaN,23,NaN,70.8,16626,NaN,-6.8,116,2942,NaN,NaN,NaN,NaN,4192,249.4
Кемеровская область,Новокузнецкий,Новокузнецк,32731000001,53.7575,87.13611111,2002,NaN,NaN,NaN,NaN,9.7,1458,904.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3076,9033,7186,16.4,2843,49,757.1,7,121,26,65500,10.8,3.3,NaN,5991,5056,4637,NaN,NaN,19.2,NaN,11069,30,109.3,413,0,0,6343,110,154,1538,12.7,220,91,NaN,NaN,NaN,NaN,565.7,171,17.8,NaN,22.5,NaN,67.7,20429,NaN,-6.7,116,3769,NaN,NaN,NaN,NaN,5085,244.2
Кемеровская область,Новокузнецкий,Новокузнецк,32731000001,53.7575,87.13611111,2003,NaN,NaN,NaN,NaN,10,1849,1213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3963,8542,6734,17.7,2606,46,889.8,7,124,24,93308,10.3,1.1,NaN,6994,4012,3611,NaN,NaN,19.8,NaN,11824,0,119.1,40,0,0,6327,112,152.9,1844,12.9,228,87,29.2,105.9,349.9,92.4,564.3,168,18.7,NaN,22.4,NaN,64.1,25489,NaN,-7.7,116,4640,NaN,NaN,NaN,NaN,6279,236.5
Кемеровская область,Новокузнецкий,Новокузнецк,32731000001,53.7575,87.13611111,2004,NaN,NaN,NaN,NaN,10,1993,1436.7,107.5,NaN,NaN,NaN,42,163,20,5282.1,7922,6036,17.1,2630,47,1024.2,7.4,132,25,NaN,5.2,0.3,NaN,12623.2,3950,3695,NaN,NaN,20,NaN,12301,0,122.1,558,0,0,6323,112,153.6,2144.3,13.1,233,90,31,109.7,361.3,92.3,563.3,168,19.6,67.2,16.2,NaN,60.2,32725,118.2,-7.1,116,5598.3,9466.8,112850,24157.3,NaN,8095,229
Кемеровская область,Новокузнецкий,Новокузнецк,32731000001,53.7575,87.13611111,2005,NaN,NaN,NaN,NaN,10.6,2270,2277.2,126.7,NaN,NaN,NaN,68,240,26,10170.3,8192,5386,17.6,2643,47,1150.6,7.5,134,24,NaN,5.5,0.4,NaN,21377.5,3399,3239,NaN,NaN,20.3,NaN,13003,0,134,920,0,0,6247,111,154.4,2679.8,13.1,232,84,31.8,110.2,361.8,90.4,562.4,168,20.5,67.3,16.3,NaN,56.2,42056.1,117.1,-7,115,6961.9,11379.6,130064,32489.9,NaN,9938,227.4
Кемеровская область,Новокузнецкий,Новокузнецк,32731000001,53.7575,87.13611111,2006,NaN,NaN,NaN,NaN,10.6,3460,3099.2,114.9,NaN,NaN,NaN,84,242,29,10055.3,8375,5089,16.2,2666,48,1457.3,7.7,138,26,NaN,9.2,0.8,NaN,20212.4,NaN,NaN,3205,2833,20.6,NaN,11102,0,201.8,62,0,0,6206,111,154.8,3014.2,12.9,229,86,33.1,111.8,360.5,88.6,560.9,169,21.4,65.9,16.7,NaN,52.5,51689.3,119.5,-5.6,109,7989,14982.4,144089.9,28074.9,NaN,11847,232
Кемеровская область,Новокузнецкий,Новокузнецк,32731000001,53.7575,87.13611111,2007,NaN,NaN,NaN,NaN,10.9,3733,3720.7,105.3,NaN,NaN,NaN,96,295,31,11571.3,10548,4951,15.6,2818,50,1778,7.3,130,26,NaN,11,1.5,NaN,19892,NaN,NaN,4417,3342,20.8,NaN,11613,0,230.7,1031,220,0,6209,110,156,3858.7,13.1,233,102,34.1,113.7,360.5,88,562.2,172,22.2,65.8,17.5,NaN,50.7,62326,113.2,-4.7,108,10367.8,15345.8,161450.4,30803.8,NaN,13894,231.9
Кемеровская область,Новокузнецкий,Новокузнецк,32731000001,53.7575,87.13611111,2008,135090.849,38.6,10.2,NaN,12,3702,806.8,76.1,NaN,NaN,NaN,93,283,29,9402.3,14981,5206,15,2818,50,NaN,6.3,113,23,NaN,23.3,2.6,NaN,17026.4,NaN,NaN,4567,3441,21,NaN,12733,0,213.6,710,0,0,6111,109,157.8,4794.8,12.3,219,70,35.1,115.5,359.3,88.5,563.3,177,22.7,65.3,18.4,NaN,49.8,18982.9,99.8,-3,102,NaN,18507.1,202359,46253.4,NaN,17782,185.2
Кемеровская область,Новокузнецкий,Новокузнецк,32731000001,53.7575,87.13611111,2009,143760.505,41.6,11.8,NaN,12.3,3100,448,49,NaN,NaN,NaN,74,282,37,6063.3,14136,5130,15,2796,50,NaN,6.2,111,25,NaN,29.3,7.8,NaN,9414.4,NaN,NaN,10103,9406,21.2,NaN,13089,0,194.9,26,0,0,6188,110,160.3,6492.1,12.8,227,75,35.8,118.1,355.8,89.6,563.5,176,22.4,64.5,18.7,NaN,50.2,17630.5,84.5,-2.7,99,NaN,14734.5,126132,45752.5,NaN,17950,169.3
Кемеровская область,Новокузнецкий,Новокузнецк,32731000001,53.7575,87.13611111,2010,138662.7,44.1,12.3,11250.5,12.6,2680,342.7,72.4,NaN,NaN,NaN,66,275,32,7262.3,12638,5347,15.2,2666,49,NaN,5.7,103,25,NaN,15.3,2,NaN,11880.4,NaN,NaN,6606,5808,22.1,1884,13160,0,168.2,30,140,480,5595,102,163,7944,12.7,232,72,37.2,118.9,339.2,90,548.1,175,22,NaN,18.5,13356,NaN,20797.7,111.4,-2.6,NaN,NaN,15357.3,173842.7,67278.5,NaN,19638.8,160.9
Кемеровская область,Новокузнецкий,Новокузнецк,32731000001,53.7575,87.13611111,2011,141651.6,44.7,14.7,10165.2,12,3284,378,102.2,NaN,NaN,NaN,76,272,25,8486.3,11971,5059,14.7,2718,50,NaN,5.6,103,26,NaN,12.2,1.8,4,14483.6,NaN,NaN,4088,3685,22.4,2895,13237,0,207,0,350,825,5671,103,164.3,8664.1,12.8,233,75,38.5,121.4,336.8,91.4,549.6,176,22.8,NaN,21.6,12125,NaN,23717.8,105.7,-2.7,NaN,NaN,15299.9,213217,84181.6,NaN,22735.5,158.2
Кемеровская область,Новокузнецкий,Новокузнецк,32731000001,53.7575,87.13611111,2012,149376,46.6,16.2,17675.7,13.3,3093,415.5,104.1,NaN,NaN,NaN,76,265,28,10789.1,11515,4993,14.4,3310,60,NaN,7.1,129,29,NaN,7.4,1.7,3.5,30072.4,NaN,NaN,3222,3003,22.5,187,13266,12,209.6,0,280,0,6387,116,165.8,9598.1,16.4,298,82,39.1,123.6,331.9,93.7,549.2,180,24.9,NaN,22.8,10005,NaN,33529,133.1,-1.1,NaN,NaN,14618.2,198367.4,81265.3,NaN,26374.6,158.3
Кемеровская область,Новокузнецкий,Новокузнецк,32731000001,53.7575,87.13611111,2013,184129.2,42.5,15.2,29830.3,13.3,3165,435.7,95.5,NaN,NaN,NaN,76,266,27,9030.5,11078,4685,13.8,2977,54,NaN,7.1,128,28,NaN,9.3,2.4,4.3,17719.1,NaN,NaN,3307,2550,22.7,1316,13123,0,219.6,100,110,0,6307,115,167.1,10535.5,16.1,292,78,40.4,125.9,328,96.3,550.2,182,27.8,NaN,26.8,5415,NaN,39850.5,102.5,-0.5,NaN,NaN,13103.9,184900.3,77130.4,NaN,28980.4,157.2
Кемеровская область,Новокузнецкий,Новокузнецк,32731000001,53.7575,87.13611111,2014,248421.8,39.6,12.2,26524.4,12.6,3429,385.9,83.6,NaN,NaN,NaN,73,262,27,7292.3,10997,5120,13.5,2716,49,NaN,6.2,113,25,NaN,5.1,0.8,2.5,37716.7,NaN,NaN,4259,3260,22.8,397,13157,14,223.3,100,610,0,6227,113,168.4,41458.1,15.2,276,91,41.5,128.5,323.4,98.2,550.1,182,30.1,NaN,29.8,NaN,NaN,45324.8,105.6,-0.9,NaN,NaN,13042.1,191522.3,78918,NaN,30755.5,150.7
Кемеровская область,Новокузнецкий,Новокузнецк,32731000001,53.7575,87.13611111,2015,246482.8,43.9,13.3,21929.2,12,2366,353.4,78.7,2515,84489,81984,73,262,27,6834.6,11858,5325,13.9,2565,47,NaN,6.1,111,24,NaN,9.5,6.2,1.8,16052.5,NaN,NaN,6184,5373,22.9,2153,13441,0,131.6,100,0,0,6543,119,169.6,12740.8,16,291,101,41.9,131,319.8,100.5,551.3,172,30.9,NaN,30.9,NaN,NaN,43104.5,82.2,-1.9,NaN,NaN,15182.7,196302.9,102626.8,NaN,32403.5,142
Кемеровская область,Новокузнецкий,Новокузнецк,32731000001,53.7575,87.13611111,2016,271840,45.1,14.2,19008.4,12.2,2658,394,103.7,6597,128113,121516,NaN,NaN,NaN,4921.5,11390,5446,13.8,2535,46,NaN,6.3,113,26,NaN,4.8,2.4,1.8,10520.1,NaN,NaN,5216,4747,23.2,2069,12613,96,207.4,307,0,0,6497,118,170.7,13109.5,16.8,305,109,41.7,133,317.2,102.2,552.4,167,31,NaN,31,NaN,NaN,47428.4,102.3,-1.6,NaN,NaN,15931.2,198769.9,127895.4,4657.9,33932.4,134.8
Кемеровская область,Новокузнецкий,Новокузнецк,32731000001,53.7575,87.13611111,2017,295526.9,45.9,13.3,24163.9,10,1449,1185.5,200,7596,153758,146162,NaN,NaN,NaN,7325,10835,4923,13.6,2559,46,NaN,6.4,115,24,NaN,6.2,3.9,2,14323.4,4031,3428,4031,3428,23.1,3162,12036,0,140.3,0,0,56,6323,114,170.2,14012.7,18.2,329,117,41.8,134.8,315.6,103.2,553.6,166,31.9,NaN,32,NaN,NaN,51249.2,105.3,-3.6,NaN,NaN,15724.5,236503.2,154494.5,4151.3,36887.1,130.7
Кемеровская область,Новокузнецкий,Новокузнецк,32731000001,53.7575,87.13611111,2018,321329.9,47,15.1,29306.6,9.4,1522,1307.4,106.4,6656,148394,141738,NaN,NaN,NaN,5780.4,NaN,NaN,13.7,2541,46,NaN,6.5,117,23,NaN,6,3.6,2,15504.2,3265,2811,NaN,NaN,23.3,809,11411,NaN,107,0,0,0,5786,105,170.5,14776.4,15,272,111,40.7,136,313,103.1,552.1,NaN,32.2,NaN,31.7,NaN,NaN,61031.2,115.5,-4.3,NaN,NaN,15415.9,280186.6,160027.2,6047.5,41444.7,127.5
Кемеровская область,Новокузнецкий,Новокузнецк,32731000001,53.7575,87.13611111,2019,341411.4,48.2,17,26053.7,8.8,1904,1542.3,112.2,7712,108094,100382,NaN,NaN,NaN,7772.9,NaN,NaN,13.2,2625,48,NaN,6.4,117,17,NaN,8.2,3.4,3.7,20473.9,2956,2539,NaN,NaN,23,-282,10703,NaN,150.5,0,140,0,5744,105,168,15632.8,16.1,294,112,38.6,130.3,316.7,102.4,549.4,NaN,31.4,NaN,30.9,NaN,NaN,64579.8,100.6,-4.4,NaN,NaN,14072.6,278158.5,132819.1,7483,45912.8,127.6
Кемеровская область,Прокопьевский,Прокопьевск,32737000001,53.88444444,86.75,2000,NaN,NaN,NaN,NaN,7.6,NaN,141.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,203.3,3240,2583,19.2,892,39,128.6,2.4,105,13,3676,21.7,13.4,NaN,464,1660,1517,NaN,NaN,19.9,NaN,2633,110,9.1,224,0,480,2905,126,72.3,NaN,4.9,214,25,NaN,NaN,NaN,NaN,231.4,54,4.7,NaN,6.2,NaN,28.9,2481,NaN,-11.6,56,460.4,NaN,NaN,NaN,NaN,2124,71.1
Кемеровская область,Прокопьевский,Прокопьевск,32737000001,53.88444444,86.75,2001,NaN,NaN,NaN,NaN,8.3,NaN,191.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,295.1,3539,2469,19.5,867,38,169.7,2.4,104,13,4162,27.5,18.9,NaN,528,1829,1579,NaN,NaN,20.2,NaN,2730,0,24.2,0,0,0,2768,121,71.8,NaN,4.9,216,25,NaN,NaN,NaN,NaN,228.4,50,4.6,NaN,5.8,NaN,27.5,3148,NaN,-11.2,57,639.3,NaN,NaN,NaN,NaN,2787,70.6
Кемеровская область,Прокопьевский,Прокопьевск,32737000001,53.88444444,86.75,2002,NaN,NaN,NaN,NaN,9.3,242,254.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,215,2521,1856,19.7,866,38,215.4,2.4,105,13,3913,14.7,7.1,NaN,317.9,2558,2321,NaN,NaN,20.4,NaN,2887,0,15.9,13,0,0,2797,124,71.6,1467,4.7,207,24,NaN,NaN,NaN,NaN,225.9,50,4.8,NaN,5.8,NaN,25.9,4071,NaN,-10.4,55,893.4,NaN,NaN,NaN,NaN,3464,67.3
Кемеровская область,Прокопьевский,Прокопьевск,32737000001,53.88444444,86.75,2003,NaN,NaN,NaN,NaN,9.4,215,272.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,276.6,2386,1787,21,828,37,256.7,2.3,106,11,6288,20.8,10.8,NaN,845.2,2785,2682,NaN,NaN,20.8,NaN,2985,20,14.6,0,0,350,2708,122,70.2,1753,4.5,203,20,11.3,47.7,136.8,36.7,222.5,50,5,NaN,4.7,NaN,24.2,5142,NaN,-11.6,56,1104,NaN,NaN,NaN,NaN,4433,64.7
Кемеровская область,Прокопьевский,Прокопьевск,32737000001,53.88444444,86.75,2004,NaN,NaN,NaN,NaN,9.5,534,322.7,107.6,NaN,NaN,NaN,26,59,21,764,2680,1988,20.7,820,37,322.1,2.4,109,11,NaN,19.9,5.8,NaN,2064.4,2679,2508,NaN,NaN,21.1,NaN,3112,0,29.8,0,0,480,2680,122,70,2019.6,4.6,211,21,11.5,47,136.7,35.2,220.1,50,5.1,45.6,5.5,NaN,22.2,6239.8,111.7,-11.2,55,1337.3,1360.5,1273.2,5471.4,NaN,5816,63
Кемеровская область,Прокопьевский,Прокопьевск,32737000001,53.88444444,86.75,2005,NaN,NaN,NaN,NaN,10,532,521.5,129.2,NaN,NaN,NaN,51,69,42,1080.6,3015,1977,21.7,792,36,379.7,2.4,110,11,NaN,23.9,4.1,NaN,2236.5,2343,2078,NaN,NaN,21.4,NaN,3254,0,32.2,8,0,0,2673,123,69.4,2517.5,4.6,209,23,11.7,46.8,135.8,34.1,217.9,50,5.4,47.4,5.7,NaN,21,7615.9,111.3,-11.7,55,1570.1,1583,1470.1,8607.2,NaN,7910,62.5
Кемеровская область,Прокопьевский,Прокопьевск,32737000001,53.88444444,86.75,2006,NaN,NaN,NaN,NaN,11.3,461,806,130.5,NaN,NaN,NaN,57,80,43,1310.3,2799,1953,19.6,786,37,462.5,2.4,111,11,NaN,35.9,4,NaN,1876.3,NaN,NaN,2118,1991,21.7,NaN,2485,0,32.3,0,0,0,2631,123,68,2816.3,4.6,213,23,12,46.7,134.5,33.5,215.9,50,5.8,49,5.8,NaN,20.1,9617,113.8,-8.3,51,1798,1855.6,1429.4,6057.6,NaN,9152,63
Кемеровская область,Прокопьевский,Прокопьевск,32737000001,53.88444444,86.75,2007,NaN,NaN,NaN,NaN,11.6,535,982.2,106.9,NaN,NaN,NaN,55,82,28,1618.2,2870,1858,18.9,790,37,587,2.4,112,11,NaN,32.4,6.1,NaN,1910,NaN,NaN,2649,2447,21.9,NaN,2573,0,38.3,12,220,0,2505,118,68,3616.1,4.2,196,22,12.6,47.1,132.9,33.2,214.4,49,6,47.8,5.4,NaN,19.3,11985.2,117,-7.3,49,2255,1509.3,1517.2,6298.1,NaN,10426,61
Кемеровская область,Прокопьевский,Прокопьевск,32737000001,53.88444444,86.75,2008,17420.525,31.7,8.6,NaN,12,796,115.5,77.4,NaN,NaN,NaN,44,88,23,976.6,3812,1899,18.9,784,37,NaN,2.1,99,11,NaN,28.4,10.8,NaN,2210.7,NaN,NaN,2398,2289,22.1,NaN,2848,0,50.1,58,0,0,2358,120,68,4529.2,4.1,192,18,13.2,47.4,131.2,33.4,212,51,6.4,48.7,6.5,NaN,19,3437.4,156.7,-6.9,49,NaN,1863.3,1774.1,9545.3,NaN,13819,51.8
Кемеровская область,Прокопьевский,Прокопьевск,32737000001,53.88444444,86.75,2009,13996.339,39.4,11.6,NaN,12.8,1101,113.2,86.5,NaN,NaN,NaN,39,99,20,949.4,3172,1965,18,732,35,NaN,2.1,100,11,NaN,18.9,7.1,NaN,1732.3,NaN,NaN,3196,3002,22.3,NaN,2796,0,61.2,0,0,0,2447,116,69.2,6132.2,4.1,195,20,13.7,48.2,128.8,34,211,52,6.8,51.1,6.4,NaN,18.7,3564,94.3,-5.2,46,NaN,3016.2,1191.7,9327.7,NaN,14458,48.6
Кемеровская область,Прокопьевский,Прокопьевск,32737000001,53.88444444,86.75,2010,15552.4,35.6,13.3,2342.4,12.4,1324,102.3,85.6,NaN,NaN,NaN,37,92,18,1160.5,3077,1918,18.2,676,32,NaN,1.8,85,10,NaN,17.2,10.1,NaN,2083.8,NaN,NaN,2334,2174,22.7,-310,2737,0,70.1,0,0,0,2228,106,69.8,7490.4,4,191,20,14.8,50.2,124.3,35.2,209.7,51,6.8,NaN,6.7,5293,NaN,3413.6,90.4,-5.8,NaN,NaN,2411.5,1961.8,14781,NaN,16003.5,47.3
Кемеровская область,Прокопьевский,Прокопьевск,32737000001,53.88444444,86.75,2011,15073.6,34.2,9.9,2572.4,11.8,1001,106.8,96.8,NaN,NaN,NaN,48,99,19,2552.5,3171,2040,17.5,692,33,NaN,1.8,85,10,NaN,9,4.1,1.9,2443.2,NaN,NaN,1771,1701,23.3,-1459,2615,0,70.1,8,0,0,2264,109,69.9,8150.3,3.9,190,22,15.2,51,120.6,35.5,207.1,51,7.1,NaN,6.8,5998,NaN,3806.5,103.4,-5.7,NaN,NaN,3108.8,2958.5,18970.2,NaN,18463.6,46
Кемеровская область,Прокопьевский,Прокопьевск,32737000001,53.88444444,86.75,2012,14303.6,39.4,11.3,1599.6,12.7,767,109.1,96.7,NaN,NaN,NaN,51,98,18,1837.4,3375,2176,17.3,752,37,NaN,2.4,115,11,NaN,20.3,10.1,6.3,2426.4,NaN,NaN,1588,1506,23.9,-1228,2708,0,70.1,0,220,0,2565,125,70,9016.5,4.9,237,29,15.4,52,116.8,36.1,204.9,51,8.1,NaN,7.1,5631,NaN,4977.5,123.1,-4.6,NaN,NaN,3143.7,3137.5,12079.8,NaN,21558.3,44.2
Кемеровская область,Прокопьевский,Прокопьевск,32737000001,53.88444444,86.75,2013,15847.2,36.3,11.1,1540.5,12.5,1059,94.3,78.7,NaN,NaN,NaN,45,98,19,1461.3,3115,2287,16,743,37,NaN,2.2,110,11,NaN,41.4,19.5,9,1442.5,NaN,NaN,2706,2324,24.4,-1562,2310,0,60.5,48,0,0,2601,128,70.1,9851,4.9,239,29,15.4,53,113.1,36.6,202.7,55,9.5,NaN,8.3,5101,NaN,7406.8,139,-3.5,NaN,NaN,3038.9,2723.3,8692.9,NaN,22554.6,40.5
Кемеровская область,Прокопьевский,Прокопьевск,32737000001,53.88444444,86.75,2014,17754.8,36.6,11.5,360.6,12.2,1021,94.1,94.2,NaN,NaN,NaN,43,82,16,1132.8,3196,2362,16.7,709,35,NaN,2.2,110,11,NaN,29.7,12.2,12.1,1022.5,NaN,NaN,2192,2056,24.9,-1215,2286,0,60.1,0,0,0,2539,127,70.4,10708.7,4.9,246,30,15.4,53.9,109.6,37.1,200.6,56,9.5,NaN,8.2,NaN,NaN,7926.3,95.6,-4.5,NaN,NaN,2617.3,2867.6,7256.7,NaN,23755.8,36.6
Кемеровская область,Прокопьевский,Прокопьевск,32737000001,53.88444444,86.75,2015,18915.4,39.3,9.8,1527.6,11.1,1125,97.3,88.8,51,14538,14487,40,70,14,2759.2,2681,1887,16.4,667,34,NaN,1.9,96,11,NaN,46.4,19.9,22.2,1247.3,NaN,NaN,2538,2404,25.4,-1039,2174,0,60.3,0,75,0,2499,126,70.2,11886.6,4.9,246,29,15.3,54.8,106.2,37.4,198.4,54,9.7,NaN,8.5,NaN,NaN,7978.5,90.4,-5.3,NaN,NaN,2851.3,3198.9,8967.5,NaN,25835.2,36.5
Кемеровская область,Прокопьевский,Прокопьевск,32737000001,53.88444444,86.75,2016,19813,40.9,8.4,808.9,10.5,1102,86.7,82.9,106,20053,19947,NaN,NaN,NaN,3277.5,3307,1796,15.7,672,34,NaN,1.9,97,10,NaN,18.4,2.3,6.8,759.1,NaN,NaN,2169,2079,25.9,-1008,2033,0,60.2,0,0,0,2441,124,70.2,12234.3,5,253,35,14.8,55.6,103.3,37.5,196.4,53,9.5,NaN,8.6,NaN,NaN,8396.6,97.9,-5.2,NaN,NaN,2444.6,2322.8,12508.4,528.4,26967.2,34.7
Кемеровская область,Прокопьевский,Прокопьевск,32737000001,53.88444444,86.75,2017,21939.4,44.9,12,548.4,10,791,69.8,77.9,68,22410,22342,NaN,NaN,NaN,3705.6,3740,1744,15.9,664,34,NaN,1.9,97,10,NaN,20.1,5.7,11,979.9,1523,1368,1523,1368,26.4,-1162,1859,0,40.3,0,0,0,2370,122,70.1,13063.8,4.7,243,36,14.3,56.3,100.5,37.3,194.1,50,9.3,NaN,8.3,NaN,NaN,9278.2,107.7,-5.9,NaN,NaN,2381.1,2697.1,15800.3,503.7,29457.9,32.6
Кемеровская область,Прокопьевский,Прокопьевск,32737000001,53.88444444,86.75,2018,23222.4,45.5,12.2,1870.5,8.6,118,28.3,39.2,101,21460,21359,NaN,NaN,NaN,4059.4,NaN,NaN,16.3,620,32,NaN,1.9,98,11,NaN,12.2,1.6,6.9,1130.1,1070,1029,NaN,NaN,26.7,-772,1786,NaN,11.5,0,0,0,2239,117,68.8,13821,4.6,242,39,13.7,56.5,98.6,36.7,191.8,NaN,9,NaN,8.5,NaN,NaN,10610.6,110.9,-7.7,NaN,NaN,3560,5874.7,15799.8,753.7,37326.7,30.9
Кемеровская область,Прокопьевский,Прокопьевск,32737000001,53.88444444,86.75,2019,23941.9,41.8,8.5,2476,8.3,122,26.7,89.7,112,23554,23442,NaN,NaN,NaN,3467.2,NaN,NaN,16.3,598,31,NaN,1.9,97,13,NaN,9.7,2.1,6.1,2785.4,906,865,NaN,NaN,27,28,1607,NaN,17.6,0,0,0,2192,115,67,14629.5,4.7,247,38,12.8,54.2,99.9,36.2,190.3,NaN,8.6,NaN,8.3,NaN,NaN,11921.1,106.8,-8,NaN,NaN,4160.4,8413.7,11691.6,650.4,36445.6,28.8
Кировская область,Киров,Киров,33701000001,58.60361111,49.66388889,1985,NaN,NaN,NaN,NaN,15.3,NaN,0.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.2,2216,45.7,0.025,6.1,125,22,2.1,NaN,NaN,NaN,0.18,NaN,NaN,NaN,NaN,13.7,NaN,NaN,450,237.2,500,540,NaN,4944,102,83.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,484.8,224,34.6,NaN,31.9,NaN,54.1,0.493,NaN,5.1,66,0.096,NaN,NaN,NaN,NaN,0.191,267.6
Кировская область,Киров,Киров,33701000001,58.60361111,49.66388889,1990,NaN,NaN,NaN,NaN,11.7,NaN,0.088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6480,2613,9.6,2838,54.3,0.069,10.2,195,28,2.6,NaN,NaN,NaN,0.238,NaN,NaN,NaN,NaN,15.6,NaN,NaN,90,222.7,125,635,1251,6494,124.3,106.2,NaN,13.1,251.5,50,NaN,NaN,NaN,NaN,494,249,36.3,NaN,30.9,NaN,61.2,0.857,NaN,2.1,72,0.252,NaN,NaN,NaN,NaN,0.304,270.2
